reference,office,opened,closed,case_type,band,worker,extract_date
CC-2025-13416,Northgate,2025-08-08,2025-08-11,Expedited,Medium,W132,2026-01-14
CC-2025-15145,Northgate,2025-12-27,,Standard,Medium,W214,2026-01-14
CC-2024-10411,Calder Central,2024-05-25,2024-06-17,Expedited,Medium,W100,2026-01-14
CC-2024-17351,Calder Central,2024-06-30,2024-08-04,Standard,Medium,W251,2026-01-14
CC-2024-23096,Northgate,2024-04-27,2024-05-17,Standard,Medium,W118,2026-01-14
CC-2025-13191,Calder Central,2025-01-03,2025-01-28,Standard,Low,W246,2026-01-14
CC-2024-17428,Northgate,2024-05-25,2024-07-29,Review,Medium,W217,2026-01-14
CC-2024-13377,Calder Central,2024-11-20,2024-11-28,Expedited,High,W156,2026-01-14
CC-2025-22171,Weybridge,2025-05-15,2025-10-24,Complex,Low,W255,2026-01-14
CC-2025-90496,Calder Central,2025-11-14,2025-12-19,Standard,Low,W242,2026-01-14
CC-2024-20553,Calder Central,2024-07-26,2024-08-29,Review,Medium,W158,2026-01-14
CC-2023-19756,Calder Central,2023-12-21,2024-01-15,Standard,,W158,2026-01-14
CC-2024-21758,Weybridge,2024-04-13,2024-05-01,Standard,Medium,W234,2026-01-14
CC-2024-12614,Northgate,2024-08-08,2024-11-17,Appeal,Low,W239,2026-01-14
CC-2023-12738,Northgate,2023-08-17,2023-10-13,Standard,,W194,2026-01-14
CC-2024-90370,Northgate,2024-09-25,2024-11-01,Complex,Medium,W171,2026-01-14
CC-2024-16546,Calder Central,2024-09-09,2024-09-26,Standard,Low,W157,2026-01-14
CC-2024-21939,Northgate,2024-02-03,2024-03-24,Review,,W142,2026-01-14
CC-2025-10236,Calder Central,2025-06-06,2025-07-24,Standard,Medium,W187,2026-01-14
CC-2024-24122,Weybridge,2024-01-27,,Standard,,W233,2026-01-14
CC-2023-23099,Weybridge,2023-10-05,2023-10-20,Standard,,W229,2026-01-14
CC-2025-10722,Weybridge,2025-03-15,2025-06-27,Standard,Low,W143,2026-01-14
CC-2024-90038,Calder Central,2024-06-02,2024-07-01,Standard,Medium,W172,2026-01-14
CC-2025-18830,Calder Central,2025-08-10,2025-08-26,Expedited,Medium,W112,2026-01-14
CC-2025-90505,Weybridge,2025-05-11,2025-10-16,Complex,Medium,W114,2026-01-14
CC-2023-15519,Calder Central,2023-11-03,2023-11-18,Expedited,,W210,2026-01-14
CC-2024-90569,Northgate,2024-06-28,2024-08-14,Review,Medium,W207,2026-01-14
CC-2025-90383,Weybridge,2025-01-05,2025-11-09,Complex,Low,W121,2026-01-14
CC-2023-23164,Weybridge,2023-12-08,2024-01-20,Standard,,W234,2026-01-14
CC-2023-12314,Calder Central,2023-12-05,2024-02-12,Complex,,W231,2026-01-14
CC-2025-13648,Northgate,2025-10-13,2025-11-21,Appeal,Low,W164,2026-01-14
CC-2023-21594,Weybridge,2023-07-01,2023-07-08,Expedited,,W240,2026-01-14
CC-2025-90468,Weybridge,2025-01-18,2025-03-27,Review,Medium,W129,2026-01-14
CC-2023-15970,Calder Central,2023-11-05,2023-11-20,Standard,,W195,2026-01-14
CC-2024-90489,Northgate,2024-05-31,2024-06-14,Expedited,Low,W161,2026-01-14
CC-2025-21934,Weybridge,2025-01-30,2025-05-08,Standard,Low,W131,2026-01-14
CC-2025-23365,Calder Central,2025-05-24,2025-06-11,Standard,Low,W256,2026-01-14
CC-2025-23355,Calder Central,2025-02-07,2025-04-25,Complex,Low,W139,2026-01-14
CC-2023-16039,Northgate,2023-11-05,2023-11-11,Expedited,,W125,2026-01-14
CC-2025-12802,Calder Central,2025-08-30,2025-09-18,Review,Medium,W199,2026-01-14
CC-2025-90036,Calder Central,2025-06-23,2025-07-24,Expedited,Low,W249,2026-01-14
CC-2025-15718,Calder Central,2025-08-22,2025-09-28,Standard,Low,W170,2026-01-14
CC-2025-20106,Northgate,2025-09-30,2025-11-27,Standard,Low,W227,2026-01-14
CC-2025-19284,Northgate,2025-10-06,2025-12-24,Complex,Low,W238,2026-01-14
CC-2025-11580,Calder Central,2025-09-24,2025-10-10,Standard,Low,W145,2026-01-14
CC-2024-22745,Weybridge,2024-11-03,2024-12-20,Standard,Low,W142,2026-01-14
CC-2024-14239,Calder Central,2024-05-10,2024-05-29,Standard,Low,W257,2026-01-14
CC-2025-15497,Northgate,2025-07-26,2025-08-07,Standard,Medium,W252,2026-01-14
CC-2024-17646,Weybridge,2024-02-01,2024-02-29,Standard,,W124,2026-01-14
CC-2025-17532,Calder Central,2025-10-16,2025-11-01,Expedited,Medium,W115,2026-01-14
CC-2024-14616,Calder Central,2024-11-28,2024-12-19,Standard,Low,W210,2026-01-14
CC-2025-17053,Weybridge,2025-05-27,2025-12-20,Complex,Low,W249,2026-01-14
CC-2024-90135,Northgate,2024-06-02,2024-07-04,Standard,Low,W158,2026-01-14
CC-2024-90599,Weybridge,2024-06-14,2024-07-17,Expedited,Medium,W134,2026-01-14
CC-2023-19360,Weybridge,2023-10-05,2023-11-02,Complex,,W250,2026-01-14
CC-2024-14421,Calder Central,2024-03-22,2024-05-04,Appeal,Medium,W118,2026-01-14
CC-2024-90373,Northgate,2024-12-04,2025-01-03,Standard,Medium,W117,2026-01-14
CC-2024-90209,Northgate,2024-12-28,2025-01-03,Expedited,Medium,W160,2026-01-14
CC-2025-19538,Northgate,2025-08-02,2025-09-13,Standard,Medium,W106,2026-01-14
CC-2024-90752,Weybridge,2024-10-16,2025-02-09,Complex,Low,W218,2026-01-14
CC-2024-16356,Northgate,2024-11-07,2024-11-29,Review,Medium,W131,2026-01-14
CC-2025-90452,Weybridge,2025-02-13,2025-03-18,Standard,Medium,W246,2026-01-14
CC-2025-12625,Calder Central,2025-08-28,2025-10-01,Standard,Medium,W124,2026-01-14
CC-2025-10933,Weybridge,2025-04-25,2025-05-29,Standard,Low,W260,2026-01-14
CC-2023-22882,Weybridge,2023-08-06,2023-09-25,Appeal,,W220,2026-01-14
CC-2023-12237,Weybridge,2023-08-09,2023-11-03,Complex,,W218,2026-01-14
CC-2024-12894,Northgate,2024-07-22,2024-10-05,Standard,Low,W258,2026-01-14
CC-2025-15502,Northgate,2025-12-14,2025-12-31,Expedited,Medium,W220,2026-01-14
CC-2025-90605,Northgate,2025-03-23,2025-05-13,Complex,Medium,W114,2026-01-14
CC-2025-20601,Calder Central,2025-08-06,2025-08-30,Expedited,Low,W123,2026-01-14
CC-2025-17372,Calder Central,2025-02-25,2025-04-06,Standard,Medium,W155,2026-01-14
CC-2025-22500,Weybridge,2025-04-25,2025-06-11,Standard,Medium,W232,2026-01-14
CC-2024-15549,Calder Central,2024-08-16,2024-09-09,Review,Low,W151,2026-01-14
CC-2025-10680,Northgate,2025-05-03,2025-06-05,Complex,Low,W204,2026-01-14
CC-2023-21057,Calder Central,2023-12-14,2024-02-27,Complex,,W137,2026-01-14
CC-2024-17649,Calder Central,2024-05-05,2024-06-03,Standard,Medium,W206,2026-01-14
CC-2024-13592,Northgate,2024-08-31,2024-09-26,Standard,Medium,W257,2026-01-14
CC-2025-14732,Weybridge,2025-07-27,,Review,High,W202,2026-01-14
CC-2024-16683,Northgate,2024-04-08,2024-06-06,Appeal,Medium,W200,2026-01-14
CC-2023-14689,Northgate,2023-07-07,2023-07-30,Review,,W142,2026-01-14
CC-2024-13275,Northgate,2024-09-05,2024-09-11,Expedited,Medium,W106,2026-01-14
CC-2024-22493,Northgate,2024-07-09,2024-08-04,Review,Low,W156,2026-01-14
CC-2024-13667,Calder Central,2024-09-24,2024-10-27,Standard,Low,W141,2026-01-14
CC-2025-90184,Calder Central,2025-07-18,2025-07-25,Expedited,Low,W148,2026-01-14
CC-2024-15009,Weybridge,2024-07-14,2024-08-04,Standard,Medium,W246,2026-01-14
CC-2023-15374,Weybridge,2023-11-14,2023-12-02,Standard,,W104,2026-01-14
CC-2024-90579,Calder Central,2024-04-19,2024-05-08,Standard,Low,W179,2026-01-14
CC-2025-23558,Weybridge,2025-11-28,2025-12-30,Expedited,Low,W242,2026-01-14
CC-2024-90550,Calder Central,2024-03-02,2024-04-23,Review,Low,W148,2026-01-14
CC-2025-90380,Weybridge,2025-03-22,2025-07-20,Standard,Low,W180,2026-01-14
CC-2023-21460,Calder Central,2023-07-08,2023-10-02,Standard,,W192,2026-01-14
CC-2025-10129,Northgate,2025-02-03,2025-02-21,Standard,Medium,W244,2026-01-14
CC-2024-90740,Calder Central,2024-01-01,2024-02-20,Standard,,W223,2026-01-14
CC-2024-10258,Calder Central,2024-03-04,2024-07-09,Complex,Low,W206,2026-01-14
CC-2023-20869,Weybridge,2023-08-14,2023-09-10,Standard,,W231,2026-01-14
CC-2023-21725,Northgate,2023-12-24,2024-01-09,Expedited,,W135,2026-01-14
CC-2025-20858,Northgate,2025-02-04,2025-03-01,Standard,Medium,W158,2026-01-14
CC-2025-14874,Northgate,2025-03-24,2025-05-16,Standard,Low,W190,2026-01-14
CC-2024-20649,Calder Central,2024-08-11,2025-03-25,Appeal,Medium,W244,2026-01-14
CC-2024-19204,Northgate,2024-11-11,2024-11-27,Standard,High,W230,2026-01-14
CC-2023-21956,Weybridge,2023-09-25,2023-10-29,Standard,,W100,2026-01-14
CC-2025-19653,Northgate,2025-03-03,2025-03-12,Expedited,Medium,W252,2026-01-14
CC-2025-16266,Northgate,2025-12-10,,Review,Low,W195,2026-01-14
CC-2024-19986,Northgate,2024-05-16,2024-06-01,Expedited,Medium,W117,2026-01-14
CC-2024-11436,Calder Central,2024-11-09,2025-02-16,Complex,Medium,W230,2026-01-14
CC-2024-90475,Northgate,2024-10-09,2024-11-01,Standard,High,W165,2026-01-14
CC-2025-22802,Calder Central,2025-03-31,,Standard,High,W226,2026-01-14
CC-2024-14355,Calder Central,2024-05-28,2024-06-16,Standard,Low,W163,2026-01-14
CC-2024-10090,Calder Central,2024-06-20,2024-07-04,Expedited,High,W159,2026-01-14
CC-2025-90333,Calder Central,2025-07-31,2025-08-19,Expedited,High,W179,2026-01-14
CC-2025-23428,Calder Central,2025-07-03,2025-08-09,Standard,Medium,W183,2026-01-14
CC-2025-19260,Northgate,2025-08-15,2025-12-23,Complex,Low,W177,2026-01-14
CC-2024-19514,Weybridge,2024-08-27,2024-10-12,Standard,High,W157,2026-01-14
CC-2024-90262,Calder Central,2024-01-20,2024-02-27,Review,,W221,2026-01-14
CC-2023-15399,Weybridge,2023-12-01,2023-12-26,Standard,,W156,2026-01-14
CC-2024-90388,Weybridge,2024-07-26,2024-09-06,Complex,Low,W181,2026-01-14
CC-2024-11729,Weybridge,2024-01-31,2024-03-10,Appeal,,W207,2026-01-14
CC-2023-15299,Calder Central,2023-07-04,2023-09-13,Review,,W216,2026-01-14
CC-2025-20428,Weybridge,2025-11-06,,Review,High,W202,2026-01-14
CC-2024-13570,Calder Central,2024-11-09,2025-03-10,Appeal,Medium,W160,2026-01-14
CC-2024-14365,Calder Central,2024-11-13,2024-12-05,Standard,Low,W227,2026-01-14
CC-2025-10673,Calder Central,2025-10-10,2025-12-08,Complex,High,W190,2026-01-14
CC-2024-14321,Weybridge,2024-06-11,2024-07-22,Standard,Low,W241,2026-01-14
CC-2024-23114,Weybridge,2024-09-29,2024-12-16,Review,Medium,W219,2026-01-14
CC-2024-16538,Northgate,2024-08-15,2024-09-11,Expedited,Medium,W240,2026-01-14
CC-2024-10235,Calder Central,2024-07-01,2024-08-01,Review,Medium,W168,2026-01-14
CC-2025-10905,Calder Central,2025-02-07,2025-02-11,Expedited,Medium,W153,2026-01-14
CC-2024-90691,Weybridge,2024-10-19,2025-04-18,Complex,Low,W121,2026-01-14
CC-2025-20813,Calder Central,2025-05-19,2025-08-09,Complex,Medium,W121,2026-01-14
CC-2023-19391,Calder Central,2023-08-28,2023-10-27,Review,,W186,2026-01-14
CC-2024-13214,Northgate,2024-05-05,2024-05-25,Expedited,Medium,W210,2026-01-14
CC-2024-90503,Northgate,2024-09-01,2024-09-22,Standard,Medium,W189,2026-01-14
CC-2025-90650,Calder Central,2025-04-16,2025-05-30,Review,Low,W176,2026-01-14
CC-2024-14715,Calder Central,2024-05-26,2024-06-24,Expedited,High,W136,2026-01-14
CC-2023-10071,Calder Central,2023-09-25,2023-11-03,Review,,W216,2026-01-14
CC-2024-23606,Northgate,2024-09-20,2024-11-01,Standard,High,W145,2026-01-14
CC-2025-23884,Calder Central,2025-03-11,2025-03-28,Standard,Medium,W112,2026-01-14
CC-2024-12024,Calder Central,2024-04-06,2024-05-13,Standard,Low,W238,2026-01-14
CC-2024-23658,Calder Central,2024-11-24,2024-12-25,Complex,Medium,W225,2026-01-14
CC-2025-90349,Calder Central,2025-08-22,2025-09-22,Standard,Medium,W239,2026-01-14
CC-2024-22379,Calder Central,2024-12-10,2025-01-27,Review,Medium,W260,2026-01-14
CC-2025-90361,Calder Central,2025-12-15,2025-12-28,Expedited,Medium,W102,2026-01-14
CC-2025-17683,Calder Central,2025-12-29,,Complex,Medium,W146,2026-01-14
CC-2023-14814,Calder Central,2023-12-24,2024-01-22,Expedited,,W134,2026-01-14
CC-2024-13500,Northgate,2024-09-07,2024-10-08,Expedited,Low,W128,2026-01-14
CC-2025-22337,Weybridge,2025-05-27,2025-12-05,Complex,Medium,W157,2026-01-14
CC-2023-12283,Northgate,2023-10-01,2023-10-17,Standard,,W239,2026-01-14
CC-2023-11736,Northgate,2023-09-03,2023-10-08,Complex,,W260,2026-01-14
CC-2024-10532,Northgate,2024-10-04,2024-10-27,Standard,Low,W203,2026-01-14
CC-2025-14598,Weybridge,2025-10-18,2025-11-10,Appeal,Low,W128,2026-01-14
CC-2024-90004,Northgate,2024-05-09,2024-06-04,Standard,Medium,W144,2026-01-14
CC-2023-24178,Weybridge,2023-11-01,2023-12-08,Standard,,W244,2026-01-14
CC-2023-19433,Northgate,2023-09-09,2023-09-23,Standard,,W192,2026-01-14
CC-2024-90238,Calder Central,2024-10-25,2024-11-24,Standard,Medium,W215,2026-01-14
CC-2024-24094,Calder Central,2024-08-02,2024-09-10,Review,Medium,W209,2026-01-14
CC-2025-14389,Northgate,2025-01-05,2025-01-27,Review,Low,W197,2026-01-14
CC-2025-16152,Weybridge,2025-05-14,2025-06-24,Review,Medium,W189,2026-01-14
CC-2024-20792,Northgate,2024-03-29,2024-04-04,Expedited,High,W244,2026-01-14
CC-2025-21151,Calder Central,2025-06-20,2025-07-12,Standard,Low,W178,2026-01-14
CC-2024-12650,Calder Central,2024-04-27,2024-07-05,Standard,Low,W202,2026-01-14
CC-2024-11509,Weybridge,2024-05-01,2024-06-09,Standard,Low,W260,2026-01-14
CC-2025-18777,Calder Central,2025-11-02,2025-12-06,Review,Low,W100,2026-01-14
CC-2025-13988,Northgate,2025-09-21,2025-10-22,Standard,Medium,W227,2026-01-14
CC-2024-20385,Northgate,2024-11-25,2024-12-12,Standard,High,W161,2026-01-14
CC-2024-19172,Weybridge,2024-11-01,2024-12-08,Expedited,Medium,W220,2026-01-14
CC-2025-21340,Calder Central,2025-10-10,2025-11-29,Appeal,Medium,W102,2026-01-14
CC-2024-15646,Northgate,2024-10-27,2025-01-01,Complex,Medium,W122,2026-01-14
CC-2023-19773,Weybridge,2023-12-08,2024-01-14,Standard,,W238,2026-01-14
CC-2024-16435,Northgate,2024-05-05,2024-08-02,Review,High,W222,2026-01-14
CC-2025-12940,Northgate,2025-04-15,2025-06-05,Review,Medium,W190,2026-01-14
CC-2023-13966,Weybridge,2023-07-07,2023-08-29,Standard,,W146,2026-01-14
CC-2025-23891,Calder Central,2025-12-24,,Standard,Low,W257,2026-01-14
CC-2025-20510,Weybridge,2025-09-01,2025-10-19,Expedited,Medium,W180,2026-01-14
CC-2024-13049,Weybridge,2024-09-08,2025-05-20,Complex,High,W217,2026-01-14
CC-2024-90094,Northgate,2024-07-25,2024-09-06,Standard,Low,W123,2026-01-14
CC-2024-18875,Weybridge,2024-08-07,2024-11-09,Complex,Medium,W190,2026-01-14
CC-2024-17297,Calder Central,2024-07-26,2024-09-17,Appeal,Medium,W216,2026-01-14
CC-2024-90281,Weybridge,2024-03-29,2024-05-02,Standard,Low,W203,2026-01-14
CC-2024-21199,Calder Central,2024-09-10,2024-10-06,Standard,High,W124,2026-01-14
CC-2024-12258,Northgate,2024-06-23,2024-08-22,Review,Medium,W224,2026-01-14
CC-2025-19766,Northgate,2025-01-24,2025-02-25,Standard,Low,W230,2026-01-14
CC-2024-16583,Northgate,2024-11-12,2024-12-22,Complex,Medium,W183,2026-01-14
CC-2025-14883,Calder Central,2025-03-28,2025-06-10,Complex,Low,W153,2026-01-14
CC-2024-15824,Calder Central,2024-03-20,2024-05-14,Complex,High,W168,2026-01-14
CC-2025-19654,Calder Central,2025-01-07,2025-01-27,Standard,Medium,W234,2026-01-14
CC-2025-90718,Northgate,2025-04-10,2025-05-09,Standard,Low,W239,2026-01-14
CC-2024-22153,Northgate,2024-09-24,2024-11-12,Review,Medium,W151,2026-01-14
CC-2023-13451,Northgate,2023-09-15,2023-11-02,Standard,,W244,2026-01-14
CC-2023-17398,Calder Central,2023-08-07,2023-09-17,Standard,,W186,2026-01-14
CC-2023-15929,Weybridge,2023-07-19,2023-08-17,Standard,,W127,2026-01-14
CC-2023-17341,Northgate,2023-08-22,2023-09-21,Standard,,W258,2026-01-14
CC-2025-16958,Northgate,2025-04-25,2025-06-02,Standard,Low,W172,2026-01-14
CC-2024-18252,Northgate,2024-10-23,2025-01-08,Complex,Low,W142,2026-01-14
CC-2025-90362,Weybridge,2025-11-30,,Review,Low,W120,2026-01-14
CC-2025-90308,Calder Central,2025-05-28,2025-06-29,Review,Medium,W218,2026-01-14
CC-2024-20460,Northgate,2024-02-20,2024-05-23,Complex,,W190,2026-01-14
CC-2025-17234,Calder Central,2025-06-15,2025-07-02,Standard,Medium,W250,2026-01-14
CC-2024-11228,Northgate,2024-02-26,2024-03-16,Standard,,W240,2026-01-14
CC-2024-16758,Calder Central,2024-03-01,2024-04-13,Review,Medium,W219,2026-01-14
CC-2025-90012,Calder Central,2025-12-22,,Complex,Low,W192,2026-01-14
CC-2025-17067,Calder Central,2025-05-20,2025-06-15,Standard,High,W119,2026-01-14
CC-2025-14956,Calder Central,2025-03-01,2025-03-16,Expedited,Low,W177,2026-01-14
CC-2025-11584,Weybridge,2025-09-11,2025-11-15,Standard,Low,W139,2026-01-14
CC-2025-19306,Northgate,2025-09-15,2025-11-05,Review,High,W226,2026-01-14
CC-2025-13391,Northgate,2025-12-31,,Complex,Medium,W187,2026-01-14
CC-2025-19870,Weybridge,2025-04-23,2025-07-07,Complex,Low,W110,2026-01-14
CC-2024-23685,Calder Central,2024-12-27,2025-01-15,Standard,Medium,W219,2026-01-14
CC-2025-18518,Northgate,2025-12-17,,Review,Low,W238,2026-01-14
CC-2024-20068,Calder Central,2024-04-12,2024-05-10,Standard,Medium,W225,2026-01-14
CC-2025-17770,Northgate,2025-11-14,2025-12-11,Review,Medium,W131,2026-01-14
CC-2025-20921,Calder Central,2025-05-05,2025-05-17,Standard,Low,W137,2026-01-14
CC-2024-90692,Weybridge,2024-01-11,2024-01-21,Standard,,W102,2026-01-14
CC-2025-15293,Calder Central,2025-06-30,2025-08-21,Review,Medium,W230,2026-01-14
CC-2025-11119,Calder Central,2025-01-27,2025-03-03,Standard,Low,W145,2026-01-14
CC-2023-20185,Weybridge,2023-11-29,2023-12-18,Standard,,W152,2026-01-14
CC-2023-16819,Weybridge,2023-10-08,2023-12-04,Standard,,W100,2026-01-14
CC-2024-90096,Calder Central,2024-06-09,2024-07-25,Complex,Low,W179,2026-01-14
CC-2023-15044,Calder Central,2023-09-25,2023-10-10,Review,,W100,2026-01-14
CC-2025-90286,Northgate,2025-09-14,2025-09-22,Expedited,Low,W198,2026-01-14
CC-2024-21476,Weybridge,2024-07-22,2024-10-03,Complex,High,W126,2026-01-14
CC-2025-90320,Calder Central,2025-03-02,2025-03-22,Expedited,Medium,W112,2026-01-14
CC-2024-14436,Weybridge,2024-12-08,2025-12-29,Complex,High,W173,2026-01-14
CC-2024-90583,Weybridge,2024-12-17,2025-03-13,Standard,Low,W244,2026-01-14
CC-2023-22808,Weybridge,2023-09-06,2023-09-12,Standard,,W132,2026-01-14
CC-2025-90478,Calder Central,2025-12-28,,Complex,Medium,W234,2026-01-14
CC-2025-19387,Northgate,2025-05-30,2025-08-09,Standard,Low,W140,2026-01-14
CC-2024-20574,Calder Central,2024-08-11,2024-08-26,Standard,Medium,W200,2026-01-14
CC-2025-10389,Northgate,2025-05-02,2025-05-20,Review,Low,W129,2026-01-14
CC-2024-90160,Weybridge,2024-03-18,2024-04-15,Standard,Medium,W225,2026-01-14
CC-2025-20330,Weybridge,2025-11-14,2025-12-06,Complex,Low,W179,2026-01-14
CC-2024-90515,Northgate,2024-09-21,2025-03-29,Appeal,Low,W222,2026-01-14
CC-2024-10049,Northgate,2024-03-04,2024-04-03,Standard,Medium,W105,2026-01-14
CC-2025-20838,Calder Central,2025-09-26,2025-11-13,Complex,Low,W111,2026-01-14
CC-2023-17950,Weybridge,2023-09-15,2023-10-06,Standard,,W175,2026-01-14
CC-2024-20242,Northgate,2024-09-26,2025-02-07,Expedited,Low,W203,2026-01-14
CC-2025-16138,Weybridge,2025-01-08,2025-03-12,Review,Medium,W231,2026-01-14
CC-2024-19862,Calder Central,2024-06-07,2024-07-11,Standard,Low,W194,2026-01-14
CC-2024-23396,Weybridge,2024-03-03,2024-06-09,Appeal,Medium,W190,2026-01-14
CC-2025-22522,Northgate,2025-09-14,2025-11-06,Review,Medium,W184,2026-01-14
CC-2025-23865,Calder Central,2025-11-26,2025-12-22,Standard,High,W170,2026-01-14
CC-2023-21482,Northgate,2023-08-13,2023-09-14,Standard,,W172,2026-01-14
CC-2024-90396,Northgate,2024-07-14,2024-08-19,Standard,High,W259,2026-01-14
CC-2025-17590,Northgate,2025-03-21,2025-05-12,Standard,Low,W202,2026-01-14
CC-2025-15938,Weybridge,2025-12-25,,Standard,Low,W251,2026-01-14
CC-2025-90189,Northgate,2025-08-27,2025-12-07,Complex,Low,W227,2026-01-14
CC-2025-21850,Calder Central,2025-12-21,,Appeal,Low,W172,2026-01-14
CC-2024-18847,Calder Central,2024-05-02,2024-05-28,Standard,Medium,W242,2026-01-14
CC-2024-12448,Calder Central,2024-05-31,2024-07-17,Standard,Medium,W141,2026-01-14
CC-2025-12773,Northgate,2025-06-30,2025-08-28,Appeal,Low,W183,2026-01-14
CC-2024-14510,Weybridge,2024-05-26,2024-07-14,Standard,High,W118,2026-01-14
CC-2025-90657,Northgate,2025-12-08,2025-12-30,Standard,Low,W202,2026-01-14
CC-2023-13506,Northgate,2023-10-20,2023-12-14,Complex,,W226,2026-01-14
CC-2024-10445,Weybridge,2024-10-21,2025-03-13,Complex,Low,W101,2026-01-14
CC-2025-21150,Calder Central,2025-12-03,,Complex,Low,W246,2026-01-14
CC-2025-13410,Weybridge,2025-03-28,2025-11-09,Complex,High,W147,2026-01-14
CC-2024-21632,Weybridge,2024-01-18,2024-02-27,Standard,,W244,2026-01-14
CC-2024-15162,Northgate,2024-02-12,2024-03-04,Appeal,,W116,2026-01-14
CC-2024-13010,Northgate,2024-04-01,2024-05-06,Standard,High,W194,2026-01-14
CC-2024-10742,Weybridge,2024-06-14,2024-08-07,Standard,Low,W210,2026-01-14
CC-2025-90165,Northgate,2025-07-07,2025-08-01,Review,High,W101,2026-01-14
CC-2024-90611,Weybridge,2024-02-04,2024-05-11,Complex,,W105,2026-01-14
CC-2023-12078,Calder Central,2023-10-21,2024-02-06,Appeal,,W214,2026-01-14
CC-2025-14425,Weybridge,2025-03-12,2025-06-05,Review,Medium,W103,2026-01-14
CC-2025-90399,Calder Central,2025-04-19,2025-05-13,Standard,Medium,W234,2026-01-14
CC-2025-12107,Calder Central,2025-08-18,2025-09-14,Review,Medium,W115,2026-01-14
CC-2024-90104,Northgate,2024-08-27,2024-09-07,Expedited,Low,W193,2026-01-14
CC-2024-90655,Weybridge,2024-06-05,2024-08-08,Complex,Low,W178,2026-01-14
CC-2025-22886,Calder Central,2025-07-15,2025-09-21,Standard,Medium,W152,2026-01-14
CC-2025-13913,Calder Central,2025-11-27,,Appeal,Low,W130,2026-01-14
CC-2024-11957,Calder Central,2024-05-20,2024-09-09,Complex,Medium,W126,2026-01-14
CC-2024-19854,Calder Central,2024-12-09,2025-01-02,Standard,High,W135,2026-01-14
CC-2025-15756,Northgate,2025-05-03,2025-08-27,Complex,Medium,W110,2026-01-14
CC-2025-90044,Northgate,2025-11-26,2025-12-08,Standard,Medium,W207,2026-01-14
CC-2025-18292,Northgate,2025-02-10,2025-04-06,Complex,Medium,W215,2026-01-14
CC-2025-10380,Weybridge,2025-02-19,2025-11-03,Complex,Medium,W228,2026-01-14
CC-2024-90065,Weybridge,2024-06-21,2024-07-29,Standard,Low,W208,2026-01-14
CC-2024-19925,Calder Central,2024-12-30,2025-01-18,Standard,Low,W137,2026-01-14
CC-2025-14517,Weybridge,2025-05-20,2025-06-29,Standard,Low,W150,2026-01-14
CC-2024-24106,Weybridge,2024-06-07,2024-06-16,Standard,Low,W122,2026-01-14
CC-2023-11413,Weybridge,2023-11-30,2024-02-23,Complex,,W248,2026-01-14
